comment,PE,EE,SI,FC
"��",0,0,0,0
"baru baca komen,lagi seperempat jalan",0,0,0,0
"aku coba buat,ternyata langsung ada suaranya pas dianimasikan. tipe realistis.",0,0,0,0
"gas bang bikin tutor versi mobile",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. temen-temen kantor udah pada pake,masa saya nggak.",0,0,0,2
"bang bikin apk nya pakai android gabisa ya?",0,0,0,0
"diulang aja bg,sya juga pernah gitu,diulang bikin dah oke",0,0,0,0
"kalo fitur video tidak muncul di gemini itu kenapa ya ?",0,0,0,0
"​ maksudnya bang?",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak.",0,0,0,0
"makasih bang",0,0,0,0
"ya bettol,,sduah teratasi bang... makasih infonya bang irham",0,0,3,0
"sayang banget harus pake vpn baru bisa akses. ribet bener interfacenya,bingung mau klik mana. no debat",0,0,0,0
"​ ada cara lain buat dptin api keynya ??",0,0,0,0
"alesan akhir jaman fitnah dimna² sesuai hadist,krna kemajuan teknologinya yang tidak ngotak gni jadi gampang bkin fitnahnya apakah benar umur bumi tidak smpe 1500 hijriyah ",0,0,0,0
"bang klo kita lupa batalkan di gopay nya gmn?. apa bakal di datengin debt collector? ",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. sayang banget harus pake vpn baru bisa akses. gas terus",0,0,0,0
"kuota boros banget buat generate video 10 detik doang. simpel dan elegan,navigasinya enak dipandang.",0,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu. boleh lah",0,0,0,0
error: resolution parameter is not supported in gemini api.,0,0,0,0
"utk saat ini blm buka kelas bang",0,0,0,0
"takuttttt",0,0,0,0
"cara dapet trial gimana bang?",0,0,0,0
"ini kalau berbayar brp kak? lalu apakah tetap ada limit per harinya?",0,0,0,0
"buat perintah lagi,tambahkan tombol generate prompt",0,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren.",0,0,5,0
"aku tidak ada pilihan videonya bang",0,0,0,0
"sama-sama,semoga bermanfaat!",2,0,0,0
"sudah dimulai",0,0,0,0
"buset udah di kasih spoiler dikit nih akhir zaman nya ",0,0,0,0
"ngebantu cari ide konten pas lagi mampet. mending skip",0,0,0,0
"bang kalau wajah nya pakai wajah kita bisa tidak bang",0,0,0,0
"……",0,0,0,0
"aamiin,terimakasih kak,silahkan dieksplor lebih lanjut",0,0,0,0
"iya gan maaf banyak yang protes soal tempo yang terlalu cepat,next time insya allah akan kita buat ulang dengan cara yang sama namun dengan konsep alur cerita yang berbeda,jadi untuk sekarang mohon dimaklumi....",0,0,0,0
"��",0,0,0,0
"lebih takut ini daripada hantuu",0,0,0,0
"bng gya coba bikin tapi suaraya kaga ada kenapa ya",0,0,0,0
"yang nanya ini asli atau ai,plis ini ai",0,0,0,0
"bang,metode pembayaran untuk playstore tidak ada shope dana atau yang lainnya,hanya ada beli saldo google play. mohon solusi.. ",0,0,0,0
"bang maaf boleh tanya aku ikuti tutorial abg aku kok bahsa videonya bahasa ingris ya mesti mengunkan promt ingris atau indonesia mohon pencerahannya",0,0,0,0
"tidak ada yang salah dengan canggihnya prompt yang ai miliki di zaman sekarang,semua tergantung pada siapa yang memakainya.",0,0,0,0
"​ .1 wih enak nih kalau direset,farming akun.",0,0,0,0
"salah satu wishlist kalo udah di surga ini,pengen liat indonesia jaman dulu",0,0,0,0
"user friendly parah,pemula pasti langsung paham.",0,4,0,0
"alhamdulillah skrg kalo mau jualan tidak perlu endorse artis puluhan juta",0,0,0,0
"pakai android bisa tidak bang ?",0,0,0,0
"bukan mungkin mas,tapi emang udah pada pake video dari ai,author fizzo novel juga udah banyak yang bikin ",0,0,0,0
"kaya asli padahal ai",0,0,0,0
"ini kouta animate perhari direset tidak pak?",0,0,0,0
"ai tuh kerasa banget gelisahnya buat dilihat",0,0,0,0
"gawattt gawat",0,0,0,0
"mengganti foto kita caranya bagaimana?",0,0,0,0
"banyak influencer yang bahas,jadi penasaran. boleh lah",0,0,0,0
"​ sama cara munculin suaranya gman kak? udah bisa blom",0,0,0,0
"",0,0,0,0
"semua ai tetap bayar keculai ai whatsap",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. asli",0,0,0,0
"semoga sukses.....",0,0,0,0
"veo 2.. aku masih.. pelajarin.. cepatnya veo 3?",0,0,0,0
"koneksi internet harus stabil biar tidak gagal terus. instalasi vpn-nya bikin pusing tujuh keliling.",0,0,0,0
"ini kan versi awal masa iya mereka tidak upgrade ",0,0,0,0
"terimakasih banyak mas sangat membantu,salam youtuber pemula ",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. ribet bener interfacenya,bingung mau klik mana.",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. anjir",0,0,0,0
"ka maswi mau tanya kalau tidak keluar suwaranya,ada solusinya kak",0,0,0,0
"ja ha ha ha ",0,0,0,0
"ijin sv bg terlalu daging ini..berkah selalu ya",0,0,0,0
"kira\ jaman majapahit modal es teh jumbo bisa barter emas ga",0,0,0,0
"era teknologi udh semakin pro,tkut nnti tidak ada tempt nyari kerja",0,0,0,0
"sangat efektif untuk meningkatkan produktivitas kerja. user friendly parah,pemula pasti langsung paham. gokil",0,4,0,0
"gw takut jujur liatnya",0,0,0,0
"tolong prompt kok bisa muka nya tidak berubah",0,0,0,0
"output-nya kurang akurat buat kebutuhan profesional. support-nya oke,ada panduan lengkap di websitenya.",0,1,4,0
"udah kaga bisa kk",0,0,0,0
"cuman 8 detik. bacot",0,0,0,0
"aku kira bukan ai[cry]",0,0,0,0
