comment,sentiment,PE,EE,SI,FC
kok tidak ada suaranya bang?,negative,0,0,1,0
udah langganan tapi bikin video terbatas langganan nya tanggal 26 kemaren baru bisa bikin lagi di tanggal 31,neutral,0,0,0,1
itu bisa dicostum pake muka sendiri tidak bang,neutral,1,1,1,0
kak cara aktivasi vpn lewat android bisa gak?,neutral,0,1,0,0
bang untuk generate dalam sehari maximal berapa kali?,neutral,0,1,0,0
ko aku hasil video nya selalu berbahasa inggris,negative,0,1,1,0
tekhnologi inikah yang akan digunakan dadjal memfitnah manusia,negative,1,0,0,0
hasil download ya berapa 720p/ 1080 bang ?,neutral,0,0,0,0
"ngeri ya ai sekarang. kalau hasilnya seperti ini bisa2 untuk membuat sebuah film tidak perlu butuh uang yang banyak lagi. misal membuat suasana perang dunia 2,dll",negative,1,0,1,1
"tidak bisa lagi bro ud stuck di pembayaran goggle. tidak ada pilihan pake shoppe pay,dll yang ada pake krtu kredit",negative,1,1,0,0
recomend ai tolls yang bisa buat konten video lipsync selain dramina dan hedra bang,positive,1,0,1,1
tidak bisa durasi 1 jam gitu kak ya,neutral,0,1,1,0
apakah penggunaan vpn itu aman bang,neutral,1,0,0,0
tidak bsa free bg harus upgrade pro,neutral,0,1,1,1
trs cara pakek foto muka kita gimana bang,neutral,0,1,1,0
video punya ku kok g ada suara nya bang,negative,0,1,1,1
vpn tidak bisa bang,negative,0,0,1,1
terima kasih mas tutornya gas langsung cobaa,positive,1,1,1,0
tergantung manusianya mau digunakan seperti apa dan buat apa??,neutral,0,1,0,0
kak mau nanya kenapa ya di aku gabisa download vpn nya?,neutral,0,1,1,0
di.web browser kak apanya yang mau di download​,neutral,0,1,0,1
sangat aman,positive,1,1,1,1
"oiya bang,apakah bisa kita upload foto atau video untuk dijadikan background,agar bacgroundnya sesuai sama yang kita mau",neutral,1,0,0,0
"buatkan promt untuk google veo 3 seorang pria ganteng pakai kacamata hitam dengan background sedang main jetski di danau seolah sedang ngevlog selfie sambil berbicara pasti alun pernah sanak naiak jetski lai kan ? hahaha jan lai maha,dasar sanak miskin,kalera maha bana naiak jetski ko habi piti den dek nyo dengan ceria",neutral,1,0,0,0
kok gw tidak ad suaranya ya bang?,negative,0,0,1,0
"mas,durasi maksimal emang cuma 8 detik ya?",neutral,0,1,0,0
"mas,saya sudah coba,tapi hasil videonya kenapa bahasa inggris terus ya,padahal prompt sama perintahnya udah pake bahasa indonesia",negative,0,1,0,0
bisa dicustom tidak orng nya?,neutral,0,1,1,0
"kereeeen bro tutor mu,step by setpnya lengkap banget dan mudah dimengerti",positive,1,1,3,0
kayanya di hp belum bisa deh,neutral,0,1,0,1
tidak keluar yang vidio nya cm ada deep researc dan canvas,neutral,0,1,0,0
"walaupun udh versi pro,akaes ke veo 3 punya ku dibatasi 3 generate per hari",neutral,1,1,0,1
"udah nyoba tapi tidak ada suaranya,gimana ni bang?",negative,0,1,1,0
"gue kok tidak bisa pake vitur veo 3 ya padahal gue udah pasang extentention vpn di google chrome nya,kira2 ada yang tau kenapa",neutral,0,0,1,1
bang kalau mau karakter yang kita inginkan tetap itu promntnya bagaimana bang?,neutral,0,0,0,0
mas kok saya nyoba tapi gaada suaranya ya? salahnya dimana ya?,negative,0,0,1,0
bang ko punya g ada suaranya y bang,negative,0,0,1,0
sayang nya masih ada bug dan tidak bisa pakai foto sendiri,negative,0,1,1,1
kok saya malah jadi bahasa inggris ngomongnya,negative,0,1,0,0
knpa saya buat tapi gada suaranya bang?,negative,0,1,1,0
bang gua udah nngikutin cara lu. pake vpnn dll. tapi tetep aja ya. di gemininya yang muncul tetep veo 2,neutral,0,0,1,1
03:25 saya tidak ada pilihan video bang,negative,0,0,1,0
bang cara bikin promp nya gimana bang,neutral,0,1,0,0
sama bang,neutral,0,1,1,1
"sama bang,napa yak?",neutral,0,0,1,0
di refresh,neutral,0,0,1,1
sama,neutral,0,1,1,1
"harus pro dulu bang,itu kan lagi tutor",neutral,1,1,0,0
sama,neutral,0,1,1,1
mungki harus keluar duit dulu,neutral,0,1,0,0
harus upgrade baru bisa muncul fitur video nya. btw di awal dia bilang gratis,neutral,0,0,1,0
"tutor sampah,nd sesuai marketing,,harus berbayar vitur video lawak",neutral,1,1,1,0
ciri komentar sdm rendah. makanya videonya itu di simak dari,negative,1,0,1,0
udah tidak gratis ya hari ini.?,neutral,0,0,1,0
bang punya saya kok suara bahasa inggris ya?padahal prompt nya bahasa indonesia,negative,0,0,1,0
ngerinya kalo foto org penting dijadiin buat promosi judol,negative,1,0,1,0
udah jdi cuma ngak ada suaranya,negative,0,0,0,1
"bang kenapa hasil generate gw tidak ada suaranya ya,apa ada setelan lain pada gemininya?",negative,0,0,0,1
saya tidak ad suara,negative,0,1,1,1
kenapa saya tidak ada suaranya bang,negative,1,0,1,0
tutor kalo lewat hp bisa tidak bang,neutral,0,0,0,1
kalo pake hp buka gemininya gmna bang?pake chrome for desktop apa bisa?,neutral,0,0,0,1
mas apakah wajahnya itu bisa pakai wajah kita sendiri?,neutral,0,0,0,0
bang bisa tidak buat image to video,neutral,0,0,0,0
bikin pakai hp bisa tidak,neutral,0,1,0,1
sya coba sudh tidak ada percobaan selama 1 bulan lagi bang,neutral,1,0,0,0
bang kenapa video yang saya buat dia memakai bahasa inggris,negative,0,0,1,0
wahhhh tambah tahun tambah ngeriiii ai,negative,1,1,1,0
tehnologi yang dapat menjadi apa saja nantinya di tangan si pelaku.,positive,1,1,0,0
pakai hp bisa bang ?,neutral,0,1,0,1
agak susah,negative,0,1,1,0
bang pas gua mau generate gemini nya bilang i couldn't do that because i'm getting a lot of requests right now. please try again later. emang harus nunggu dan coba beberapa saat lagi kah?,neutral,0,0,1,0
keren. semoga tambah berkah ilmu dan manfaat,positive,1,1,5,1
mana ada tampil seperti itu,neutral,1,1,1,0
"sama saya juga,kenapa ya?",neutral,0,1,1,0
"servernya penuh,kebanyakan pengguna. tunggu aja",negative,0,1,1,1
tidak perlu log out terus login lagi berarti ya bg?,neutral,0,1,1,0
"bang mau nanya 1 lagi,udah ada cara ganti akun google play store untuk metode pembayaran tidak bg? soalnya kan kalo udah pake trial pake akun google play store pertama selanjut nya udah tidak bisa lagi pake akun google play store sebelumnya untuk dapat trial gratis lagi. paham kan bg maksus gue?hehe. mohon dijawab bg kalo ada caranya",neutral,0,1,0,0
"aamiin,semoga bermanfaat",positive,1,0,1,1
tingal yang jadi masalah bagaimana cara membuat karakter ny tetap konsisten,positive,1,0,1,0
kok tidak ada video,negative,0,1,0,1
versi durasi video panjang bang,negative,0,1,0,0
versi durasi video panjang bang,negative,0,1,0,0
kok tidak ada suaranya ya,negative,0,1,1,1
"kenapa di gw dari kemarin gada suaranya ya,,",negative,0,0,1,1
tidak bisa pakek wajah kita ya,neutral,0,1,0,0
"bang buatin yang agak panjang dong,udah subrek nih,nanti tag ya",neutral,0,1,1,0
kenapa video saya tidak ada suaranya,negative,1,0,1,1
"bisa tidak bang,videonya dari foto sendiri",neutral,0,0,1,1
"bang,mau nanya kalau buat video gitu,ada max menit video nya tidak bg ??",neutral,0,1,1,0
ko veo gua tetep veo 2 yah bg,neutral,0,0,0,1
bang saya buat kok tidak muncul suaranya ya. malah muncul text saja,negative,0,1,1,0
keren..,positive,0,1,5,0
kalau di hp gimana,neutral,0,0,0,1
"ana dah nyoba,emang cuma bisa 8 detik doang ya?",neutral,0,1,1,0
tidak bisa pake foto sendiri kah bang,neutral,0,1,1,1
kok gue tidak ada suaranya bang,negative,0,0,1,0
\,neutral,0,0,0,1
donlod vpn nya dimana?,neutral,0,1,1,0
trima kasih bang,neutral,1,0,0,0
"versi gemini belum bisa,versi yang flow bisa",neutral,0,1,0,1
yang mana tuh bang yang versi flow,neutral,0,1,1,0
8 detik,neutral,0,0,0,1
berarti masih veo 2 pakai vpn yang cocok,neutral,0,1,1,1
betul,positive,0,1,1,0
"versi gemini belum bisa,versi yang flow bisa",neutral,0,1,0,1
di ekstensi kalau pakai chrome pc,neutral,0,1,0,1
semoga bermanfaat,positive,1,0,1,0
pake android bisa tidak,neutral,0,1,0,1
"bang mau tanya,kalo saat hasilnya sering tidak ada suara kenapa yaa?",negative,0,0,1,0
keren..tnx bang.,positive,0,0,5,0
bang ko aku buat tidak ada suara nya knapa ya,negative,0,0,1,0
"yang berbahaya nanti di politik,fitnah pakai ai akan semakin menggila,karena terlalu realistis",negative,1,1,1,0
"masyawi,kok saya generate twpi dubbingannya bahasa inggris kenapa ya mas ?",negative,0,0,1,0
bang kok punya ku gada suaranya? malah dikasih subtitle,negative,0,0,1,0
kok jdi ngeri ya? :d,negative,0,1,0,0
langganan vo 3 berapa mas ?,neutral,0,0,0,0
"lebih realistis dari yang lain dan durasi juga lebih cepet bikinnya,",positive,1,1,1,0
kenapa punya saya kok tidak suaranya ya bg?,negative,0,0,1,0
makasih bang,neutral,0,1,0,0
thanks bang,neutral,0,1,1,0
ini bisa clonan karakter kita sendiri engga kak buat video content?,neutral,0,1,1,0
caranya jadi bahasa indonesia gimana????kenapa saya generate video malah jadi bahasa inggris.,negative,0,1,0,0
kalo pake muka kita bisa tidak sih bang?,neutral,0,1,0,0
"mayan ini buat nipu orang gptek,orang tua,orang kmpung",negative,0,1,0,0
bang maximal video nya durasi brp menit y?,neutral,0,1,0,0
di playstore saya tidak opsi lainnya bang?,neutral,0,1,1,0
"bang kenapa ya kok yang saya pas bagian setelah verifikasi,selalu gagal ya,disitu tertulis,transaksi anda gagal,harap berikan dokumen dan semacamnya,tolong jawab bang kali aja mengerti",neutral,1,1,0,0
pasti ada perbedaan sih...,neutral,1,1,0,0
"​ kaum fanatik tidak peduli,apalg orang kurang paham teknologi,di jamin 2029 hancur2 an ai buzzer politik,sebar fitnah",negative,1,1,1,1
cek lagi promptnya,neutral,0,0,1,0
trial gratis,neutral,0,1,1,0
sama-sama bang,neutral,1,1,0,1
selamat mencoba,positive,1,1,2,0
"versi gemini tidak bisa,yg bisa versi flow",neutral,0,1,0,1
"​ maaf kak,klo yang versi flow itu yang mana kakak",neutral,0,1,1,0
"versi gemini belum bisa,versi yang flow bisa",neutral,0,1,0,1
8 detik,neutral,0,0,0,1
kok gemini di saya tidak ada untuk video nya ya? yang ada cuma deep research dan canvas. gimana carnya bang,neutral,0,0,1,0
cara buat karakternya konsisten gimna bro,positive,0,1,1,0
sumpah mantap banget bang,positive,1,1,5,0
vpn nya suruh bayar bro,neutral,0,1,1,0
gokil lu bang,positive,0,0,3,0
"mantap bg,ai paling ngeri menyala",positive,1,0,5,1
auto subrek bg,neutral,0,0,1,0
bang kalo bikin video nya rasio 9:16 cara nya gimnaa bang,neutral,0,1,0,0
saya udah buat kok tidak ada suaranya ya gan,negative,0,0,0,0
bang kalo promt nya sesuai dengan foto saya. apakah bisa ?,neutral,0,0,0,0
sedang di pantai atau jalan - jalan di bali,neutral,1,1,0,1
klo lewat hp android gmna bang,neutral,0,0,0,1
bang req prompt dengab tema suatu tempat tahun 2025 di ubah jadi lebih modern seperti 2125. prompt untuk gambar aja. saya udah subs lama hehe,neutral,1,0,0,0
monasnya yang di belakang ya,neutral,0,0,1,1
bisa di mobile tidak ya?,neutral,0,0,1,1
"tidak bisa mas,banyak yang gunain,ai nya tidak mampu . terlalu banyak yang generate",negative,0,1,1,0
gua udah dapet trial 15 bulan. anying sehari cuma bisa 1x doang bikin video nya.,neutral,1,1,0,0
"ane dapet 15 bulan trial pro geminj pro sm google one,trial sekolah",neutral,1,1,0,1
gila banget yah,positive,0,1,5,0
teknologi yang akan dipakai dajjal,neutral,0,0,0,0
untuk hidupin orang mati,neutral,1,0,0,0
klu ganti wajah kita sendiri gx bisa ya kak,neutral,0,1,0,0
saya buat ko tidak ada suara nya ??,negative,0,1,1,0
pastikan sesuai dengan tutorial saya,neutral,1,1,1,0
sama,neutral,0,1,1,1
bisa,neutral,0,1,1,1
bisa pakai referensi gambar tidak bang? saat prompting nya? jadi kyk image to video gtu?,neutral,0,0,1,0
​ kayaknya cuma promt text to video deh bang. soalnya liat yang lain juga gitu.. kayaknya yaaa,neutral,1,1,1,0
cara dapet trial gimana bang?,neutral,0,1,0,0
​ tutor di yt banyak bang. gampang kok caranya,positive,0,1,1,0
tutor dong supaya dapet trialnya,neutral,0,1,1,0
​ -x1o nyelem di tele bnyak yang share,neutral,1,1,1,0
"versi gemini belum bisa,versi yang flow bisa",neutral,0,1,0,1
di xiaomi sudah ada aplikasi gemini bawaan,neutral,0,1,0,1
makasih ngab,neutral,0,1,0,0
"bang saya sudah upgrade ke pro dan menggunakan vpn tapi masih veo 2,gimana cara nya",neutral,0,1,0,1
pakai veo 3 bikinan saya kok selalu keluar teks narasinya ya mas. solusinya gimana agar teks tidak muncul,negative,0,1,0,0
,neutral,0,1,0,1
di hp gabisa ya?,neutral,0,1,1,1
mantap.terimakasih bang,positive,1,0,5,1
auto subacribe dech,neutral,0,1,1,0
next mungkin bisa tutor 1 karakter buat generatenya buat berbagai adegan dengan 1 karakter di veo 3 mas...,neutral,0,1,0,0
di tunggu part 2 nya mas,neutral,0,0,1,0
udah bikin veo 3 makasih turor bang,neutral,0,1,0,0
makasi pencerhannya saya dah coba dan berhasil,positive,1,1,1,0
kok saya tidak ada suaranya ya bang,negative,0,1,1,0
"bang bagaimna klo kita edit berupa foto wajah kita pribadi menjadi sebuah video,mohon penjelasannya,maklum masih awam",neutral,1,0,0,0
"terimakasih banyak kak,videonya sangat sangat bermanfaat",positive,1,0,5,0
monasnya aneh,negative,0,0,1,0
ini hanya beberala detik saja. apa bisa konsisten wajahnya tdak berubah.,neutral,1,1,0,1
di android bisa tidak bang,neutral,0,0,1,1
"makasih bang,work parah",positive,1,1,1,1
"di veo 3,bisa bikin video dari foto yang kita upload?",neutral,0,0,0,1
pakai hp atau laptop? kamu sebulan atau 15 bulan?,neutral,0,0,0,1
​ hp dan pro sebulan,neutral,0,0,0,1
sama-sama,neutral,0,1,0,1
di hp atau komputer,neutral,0,0,0,1
​ bisa 22 nya asalkan di browser.,neutral,0,1,0,1
sama-sama,neutral,0,1,0,1
antar video apa bisa konsisten bang wajah subjeknya?,neutral,0,0,0,0
kalo untuk iphone cara cancel sama cek emailnya gimana bg,neutral,0,1,0,1
"mangtap abang,bisa lebih maksimal ngonten nya.",positive,1,0,1,1
terimaksih,neutral,1,0,1,0
pake hp tidak bisa ektensi,negative,0,0,0,1
vpn nya bayar,neutral,0,1,1,0
mantap hasilnya,positive,1,1,5,0
ngeri kalo sampe di salahgunakan,negative,1,1,0,0
terima kasih informasinya yang berharga,positive,1,0,1,0
imajinasi orang indonesia berbahaya,negative,0,0,1,0
hasilnya emang tidak ada suara ya bg?,negative,0,1,1,0
kalo dengan muka kita sendiri gimana caranya,neutral,1,1,0,0
bang bikin video agar bisa pake muka sendiri,neutral,0,0,0,1
"cant generate video,try another prompt :(",neutral,0,1,0,0
"makasih mas,video gratis dg rasa berbayar",positive,0,1,1,0
itu durasinya maksimal brp menit bang .,neutral,1,1,0,0
punya saya cuma 8 detik,neutral,1,0,0,1
kerenn bangg thankyou ilmunyaa,positive,0,1,5,0
"terima kasih bg,penjelasannya mudah di pahami",positive,1,1,1,0
videonya bang masyawi saya kira ai juga saking saru nya veo,negative,0,1,1,0
monasnya jadi monumen washington.,negative,0,0,0,0
"bang tolong baca komenku bisa atau tidak dibuat dengan 2 orang atau lebih,misal dengan rafi ahmad bersama denganku dalam satu video kayak gitu,didalam video aku bersalaman dengan rafi ahmad. misalnya begitu,bang tolong tanggapi request aku ya",neutral,0,0,0,0
up,neutral,0,1,1,0
kiwi brower kan bisa?,neutral,0,1,1,0
"tidak semudah itu,ai gemini ada batasan",negative,1,1,0,0
"sama-sama,semoga bermanfaat!",positive,1,0,1,0
bang ternyata gabisa ya generate foto kita ke video terus bicara​,neutral,0,0,1,0
"kena limit generate videonya,gmn ya",neutral,0,1,1,1
kalau ganti foto kita bisa tidak bang?,neutral,0,0,0,0
ko saya pake hp gada suaranya ya,negative,0,1,1,1
"gue coba tidak bisa keluar suaranya bang,gimana? minta solusinya",negative,1,0,1,0
kok aku bikin tidak ada suaranya ya?,negative,0,1,1,0
ko sya bkin malah tidak ada suaranya ya?,negative,0,0,1,0
bang buat tutor buat videonya untuk video klip lagu kira kira biisa tidak bang?,neutral,0,0,0,0
bang kok saya bikin di hp gada suaranya ya hahhahah,negative,0,1,1,0
mantab bang... gila hasilnya tidak bisa bedain dengan asli... keren bngt,positive,1,1,5,0
masalahnya di semua wajah di ai ad orang beneran engk yak fi rl,neutral,0,0,1,0
durasinya bisa lebih kah bang? kek 15 detik gitu,neutral,0,0,1,0
saya buat kok ngomongnya pake bhs inggris trs sih,negative,0,1,1,0
"itu tidak bisa terus menerus,q udah coba dengan metode pembayaran apapun dan hasilnya tetap,anda sudah berpartisipasi,dan akan tetap di kenakan biaya",neutral,1,1,1,0
"mantap,lanjut bang",positive,1,1,5,1
bang kalo utk penambahan suara bagaimana ya,neutral,1,0,0,0
"ternyata terbatas bang,satu hari hanya 4 kali generate video",neutral,1,0,0,0
bisa pake hp bg?,neutral,0,1,0,1
tapi punya saya tidak ada suaranya bang,negative,1,0,0,0
next coba tutorial buat veo3 nya lewat hp bang,neutral,0,1,0,1
berarti masih veo 2...pakai vpn yang cocok,neutral,0,1,1,1
bikin jilboob bisa bang wkwk,neutral,0,1,0,0
makasih idenya bang :face-blue-smiling:,positive,0,0,0,0
aku punya ide bang,neutral,0,1,1,0
​ ngide gan,neutral,0,1,1,0
liat di gambar monas nya,neutral,0,0,1,0
bisa bedain kok..suara ai semua hampir mirip...rada2 cempreng.,negative,0,0,1,1
,neutral,0,1,0,1
saya cuma 2x udah limit. mana nunggu 14 hari lagi baru bisa pake lagi,neutral,0,1,0,1
"bisa saya pake hp,chrome di mode desktop",neutral,0,1,0,1
sama bang,neutral,0,1,1,1
sama,neutral,0,1,1,1
sama,neutral,0,1,1,1
"sama bang,gua kira gw doang",neutral,0,1,1,1
"sama,barusan nyoba 2 kali",neutral,0,1,1,1
"saya sudah buat pro kemaren dan aktifin vpn,ada veo 3 nya.",neutral,0,1,0,1
tap tadi gua aktifkan kembali vpn nya,neutral,0,0,1,0
udh tidak ad veo 3 nya,negative,0,1,1,1
"​ sama,mungkin kena limit cuma 1 x doang kali ya",neutral,0,1,0,0
"sama tidak ada suaranya,terus gmn?",negative,0,1,1,1
sama,neutral,0,1,1,1
sama gada suaranya payahh,negative,0,1,1,0
gw lewat hp lancar,positive,0,0,1,1
gokil,positive,0,0,5,0
klo pke hp gmn caranya bang?,neutral,0,1,0,0
"kenapa saya masih veo 2 padahal sudah langganan dan pakai vpn,knp y?",neutral,0,0,1,1
"taik kucing lah,veo 3 belum bisa serta voice nya,pembodohan public nih",negative,0,1,1,1
monas nya masih tidak match tapi ya...hehe,negative,0,1,1,1
keren banget abang kalo pake vpn nya di hp bisa tidak bang vo3 nya,positive,1,0,5,1
bang bisa tidak veo 3 ini memakai foto kita sendiri dan prompt nya bebas bang,neutral,1,0,1,1
tempat saya pembayaran opsi lainny gc ada kecuali ksrtu kredit knp ya?,neutral,0,0,1,0
bisa konsiten dan kontinue tidak bang hasilnya misal video berlanjut,neutral,1,0,1,0
mantap,positive,0,1,5,0
"2x lihat vidio anda jadi suka,maka saya sub teman:face-blue-smiling:",neutral,1,1,0,0
durasi maximal berapa bang,neutral,0,1,1,0
"bang mau nanya,kalau upgrade pro limitnya berapa kali generate?",neutral,0,1,1,0
iya mas kadang jari nya mencong2 atau orang orang nya jadi monster jika ai aplikasi gratis nice info makasih,neutral,1,0,1,0
kalau di hp apa bisa chrome pake vpn? caranya gimana?,neutral,0,0,0,1
tidak ada payment via gopay sih?,neutral,0,1,0,0
wah saya juga bisa beli google ai pro gratis,neutral,0,0,1,1
mas kalau dari image ke video apa sudah bisa di gen 3,neutral,0,0,0,1
subrek,neutral,0,1,1,0
"sehari bisa bikin berapa video bang? saya pake yang gratis 15 bulan. 1 hari ini saya bikin 10 video,malah ada notif gini anda telah mencapai batas pembuatan video sampai 31 mei,14.34 emang 1 bulan cuma 10 videa ya?",neutral,1,0,0,0
